OBJECTID,GPS_YEAR,PROPERTY,HOLES,ACTIVE,ASPECT,LANDUSE,VEG_TYPE,AG_LEASE,YOUNG_EMER,INFLUENCE,DENSITY,STATUS,PDOG_CAT,CATEGORY_L,REMARKS,RELOCATION,Town,Encroaching,Acreage,ShapeSTArea,ShapeSTLength
1681,2006,Becky,0,,flat,,irrigated grass,,,,0,,NPD,No Prairie Dogs,2005, ,0,,0.57793521,25174.8576660156,1010.48421122776
1682,2006,Becky,0,,flat,,crop,,,,0,,NPD,No Prairie Dogs,2005, ,0,,0.76525896,33334.6809082031,823.294253384058
1683,2006,Leyner,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,2005, ,0,,9.91812926,432033.709716797,4046.13405524881
1684,2006,Rocky Mtn. Fuel 3,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs, 2005, ,0,,0.00381153,166.030517578125,60.1890929249293
1685,2006,Clark (C.H.),0,,flat,,irrigated crop,,,,0,,NPD,No Prairie Dogs,2005, ,0,,0.61090974,26611.2280273438,833.501897636796
1686,2006,Barrett  ll,0,,south,,dryland crop,,,,0,,NPD,No Prairie Dogs,"1 pdog seen,  2005", ,0,,0.07925282,3452.25341796875,276.163957188081
1687,2006,Bush (Donald),0,,north,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,none,2.40473789,104750.382324219,1588.34594507957
1688,2006,Lohr,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,24.82406396,1081336.22680664,6419.72707143841
1689,2006,Lohr,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,0.0795203,3463.90454101562,270.535361582906
1690,2006,Cohig,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,none,0.09613404,4187.59887695312,292.101808010996
1691,2006,Cohig,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,none,0.25177979,10967.5278320312,487.961714247545
1692,2006,Cohig,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,none,2.92559482,127438.911376953,2779.84658493384
1693,2006,Cohig,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,none,0.03891696,1695.22290039062,323.731165011354
1694,2006,Cohig,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,none,41.33518761,1800560.77026367,6965.09347585756
1695,2006,Mayhoffer-Singletree,0,,varied,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,none,0.06469149,2817.96166992188,241.311806667053
1696,2006,Mayhoffer-Singletree,0,,varied,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,none,20.71152594,902194.072021484,7299.85007258378
1697,2006,Mayhoffer-Singletree,0,,varied,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,none,28.40659374,1237391.22363281,5365.43094830789
1698,2006,Telleen,0,,north,,intro range,,,,0,,HCA,Habitat Conservation Area,2005, ,0,,17.61406819,767268.812011719,4279.20606029138
1699,2006,Telleen,0,,north,,intro range,,,,0,,HCA,Habitat Conservation Area,2005, ,0,,0.02332348,1015.970703125,209.917490967735
1700,2006,Telleen,0,,north,,intro range,,,,0,,HCA,Habitat Conservation Area,2005, ,0,,0.02540981,1106.8515625,212.379701479099
1701,2006,Mayhoffer,0,, ,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,none,7.20020238,313640.815673828,2902.76424002465
1702,2006,Mayhoffer,0,, ,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,none,0.00521241,227.052978515625,100.67045366785
1703,2006,Mayhoffer,0,, ,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,none,201.90849323,8795133.96484375,17735.697731012
1704,2005,Heil Valley Ranch,0,,west,,intro range,,,,0,,UND,Undetermined,Plague - 2-survivors,,4,none,1.57892756,68778.0854492188,2567.64085693565
1705,2005,Hall Ranch,0,,varied,,intro range,,,,0,,UND,Undetermined,,,2,none,39.50878096,1721002.49658203,10142.1103339798
1706,2005,Six-mile Fold,0,,varied,,native range,,,,0,,UND,Undetermined,,,1,onto,0.52141644,22712.900390625,985.414950057426
1707,2005,Heil Valley Ranch,0,,varied,,native range,,,,0,,UND,Undetermined,,,3,none,2.47161319,107663.472167969,1468.68688146082
1708,2005,Heil Valley Ranch,0,,varied,,native range,,,,0,,UND,Undetermined,,,1,none,0.17765586,7738.68920898438,344.460654309782
1709,2005,Heil Valley Ranch,0,,west,,native range,,,,0,,UND,Undetermined,1 pdog seen,,2,none,0.06921764,3015.12036132812,232.453327705525
1710,2005,Wolf Run,0,,south,,intro range,,,,0,,UND,Undetermined,1 pdog seen,,1,none,0.14115199,6148.58056640625,377.814669247569
1711,2005,Hall Ranch,0,,south,,native range,,,,0,,UND,Undetermined,,,1,none,12.68561976,552585.595703125,4387.99306617699
1712,2005,Hall Ranch,0,,south,,native range,,,,0,,UND,Undetermined,,,3,none,1.75141142,76291.4819335938,1890.1314743074
1713,2005,Centennial Ranch,0,,east,,native range,,,,0,,UND,Undetermined,1 pdog seen,,1,none,0.09042177,3938.7724609375,267.875039468021
1714,2005,Colp,0,,flat,,native range,,,,0,,UND,Undetermined,,,12,none,0.01043412,454.5107421875,136.022665667666
1715,2005,Colp,0,,flat,,native range,,,,0,,UND,Undetermined,,,11,none,0.02086065,908.690185546875,165.24848956365
1716,2005,Colp,0,,varied,,native range,,,,0,,UND,Undetermined,,,13,none,1.46756738,63927.2348632812,2229.34820688141
1717,2005,Colp,0,,flat,,native range,,,,0,,UND,Undetermined,,,15,none,0.01207086,525.806884765625,129.047200912869
1718,2005,Colp,0,,flat,,native range,,,,0,,UND,Undetermined,,,16,none,0.00022335,9.729248046875,16.2111623481831
1719,2005,Colp,0,,flat,,native range,,,,0,,UND,Undetermined,pdog barrier east,,2,none,0.01052472,458.45703125,105.541656436894
1720,2005,Colp,0,,flat,,native range,,,,0,,UND,Undetermined,pdog barrier east,,3,none,0.33064814,14403.0334472656,573.086072466736
1721,2005,Colp,0,,southeast,,native range,,,,0,,UND,Undetermined,,,10,both,0.79307795,34546.4755859375,878.803475248769
1722,2005,Colp,0,,varied,,native range,,,,0,,UND,Undetermined,2 pdogs seen,,14,none,5.72561009,249407.576416016,4445.87203700591
1723,2005,Beech,0,,varied,,native range,,,,0,,UND,Undetermined,,,7,both,0.35313785,15382.6853027344,722.508260857966
1724,2005,Beech II,0,,varied,,native range,,,,0,,UND,Undetermined,,,1,off of property,28.59625936,1245653.05761719,8208.30431006534
1725,2005,Armstrong,0,,varied,,native,,,,0,,UND,Undetermined,,,1,none,0.06160513,2683.51953125,263.161236868843
1726,2005,Serrano,0,,varied,,native,,,,0,,UND,Undetermined,pdog barrier south,,1,both,1.18174074,51476.6264648438,1717.758841567
1727,2005,Bullock,0,,flat,,native range,,,,0,,UND,Undetermined,,,6,none,1.0988102,47864.1723632812,1122.47428351601
1728,2005,Dowe Flats,0,,varied,,native range,,,,0,,UND,Undetermined,,,3,none,3.54718877,154515.543457031,2827.29677702846
1729,2005,Dowe Flats,0,,varied,,native range,,,,0,,UND,Undetermined,,,8,none,7.67238715,334209.186035156,4452.31628276871
1730,2005,Dowe Flats,0,,east,,native range,,,,0,,UND,Undetermined,,,10,none,1.28036867,55772.8596191406,1193.4815539418
1731,2005,Dowe Flats,0,,east,,native range,,,,0,,UND,Undetermined,,,8,none,7.46222878,325054.685302734,3849.88019610364
1732,2005,Dowe  Flats,0,,southeast,,native range,,,,0,,UND,Undetermined,,,2,none,19.60827686,854136.541015625,9911.43120131409
1733,2005,Dowe Flats,0,,varied,,native range,,,,0,,UND,Undetermined,,,9,none,2.34658145,102217.088134766,1397.63951202395
1734,2005,Dowe Flats,0,,flat,,native range,,,,0,,UND,Undetermined,,,7,none,0.66165826,28821.8334960938,1267.82925034662
1735,2005,Bullock,0,,flat,,native range,,,,0,,UND,Undetermined,,,7,none,0.24363905,10612.9174804688,572.553075329292
1736,2005,Bullock,0,,flat,,native range,,,,0,,UND,Undetermined,,,5,none,5.05903208,220371.437988281,3019.95472933637
1737,2005,Bullock,0,,southeast,,native range,,,,0,,UND,Undetermined,,,4,none,0.23674524,10312.6228027344,672.289594102041
1738,2005,Bullock,0,,flat,,irrigated crop,,,,0,,UND,Undetermined,,,3,none,0.20242122,8817.46875,397.507567105808
1739,2005,Bullock,0,,varied,,native range,,,,0,,UND,Undetermined,,,2,none,0.19560575,8520.5859375,541.827605563293
1740,2005,Bullock,0,,flat,,native range,,,,0,,UND,Undetermined,,,1,none,0.63117317,27493.9033203125,685.644821134514
1741,2005,Dowe Flats,0,,east,,native range,,,,0,,UND,Undetermined,,,11,none,2.07341782,90318.0805664062,3516.92861578362
1742,2005,Monarch,0,,varied,,intro range,,,,0,,UND,Undetermined,"pdog barrier n, mid, w",,3,off of property,26.58044933,1157844.37304688,10569.9850048521
1743,2005,Monarch,0,,flat,,none,,,,0,,UND,Undetermined,parking lot,,5,none,0.0535203,2331.34521484375,359.370323085431
1744,2005,Monarch,0,,flat,,none,,,,0,,UND,Undetermined,baseball field,,6,none,0.18166002,7913.11059570312,431.693124855433
1745,2005,Monarch,0,,flat,,irrigated grass,,,,0,,UND,Undetermined,baseball field,,4,none,0.02459802,1071.48974609375,150.027629840507
1746,2005,Monarch,0,,varied,,irrigated grass,,,,0,,UND,Undetermined,,,7,off of property,18.99259165,827317.292236328,6998.67855978924
1747,2005,Becky,0,,flat,,irrigated grass,,,,0,,UND,Undetermined,,,4,none,0.00707888,308.356201171875,102.461724740693
1748,2005,Becky,0,,flat,,irrigated grass,,,,0,,UND,Undetermined,,,2,none,0.57793378,25174.7951660156,1010.48123148521
1749,2005,Becky,0,,flat,,crop,,,,0,,UND,Undetermined,,,1,off of property,0.76525683,33334.5876464844,823.291801826772
1750,2005,Bouzarelos,0,,flat,,irrigated grass,,,,0,,UND,Undetermined,,,2,none,26.31737693,1146384.9387207,8547.49621439762
1751,2005,Bouzarelos,0,,east,,native range,,,,0,,UND,Undetermined,,,1,none,12.77240104,556365.790771484,3932.26207299076
1752,2005,Brewbaker,0,,north,,intro range,,,,0,,UND,Undetermined,,,1,none,1.71972139,74911.0629882812,1576.36005940578
1753,2005,Brewbaker,0,,south,,intro range,,,,0,,UND,Undetermined,,,2,none,4.51204273,196544.579833984,2975.50603071083
1754,2005,Broomfield North,0,,west,,intro range,,,,0,,UND,Undetermined,,,1,none,6.9371115,302180.578125,3408.73163210076
1755,2005,Burchfield,0,,east,,irrigated crop,,,,0,,UND,Undetermined,,,2,none,5.81393844,253255.160400391,2337.8985873202
1756,2005,Monarch,0,,varied,,intro range,,,,0,,UND,Undetermined,pdog barrier se,,1,none,15.24144184,663917.20703125,5483.61624321253
1757,2005,Cushman,0,,west,,dryland crop\,,,,0,,UND,Undetermined,,,1,none,91.3969059,3981249.22265625,14332.0130408569
1758,2005,BC Fairgrounds,0,,flat,,intro range,,,,0,,UND,Undetermined,,,1,none,0.84461507,36791.431640625,1166.61000998697
1759,2005,Golden Gravel,0,,north,,intro range,,,,0,,UND,Undetermined,,,1,off of property,6.26954097,273101.205566406,3398.30440954097
1760,2005,Hirschfeld,0,,south,,intro range,,,,0,,UND,Undetermined,,,2,none,11.26916662,490884.898193359,4048.73360370534
1761,2005,Hirschfeld,0,,south,,crop,,,,0,,UND,Undetermined,,,1,off of property,16.55756912,721247.7109375,5379.83282355876
1762,2005,Imel,0,,varied,,intro range,,,,0,,UND,Undetermined,,,3,none,35.06813338,1527567.89013672,10539.9569394597
1763,2005,Imel,0,,flat,,irrigated grass,,,,0,,UND,Undetermined,pdog barrier se,,1,both,77.63148682,3381627.56420898,13157.8970824163
1764,2005,Johnson Trust,0,,varied,,intro range,,,,0,,UND,Undetermined,pdog barrier north,,2,none,0.25775672,11227.8828125,446.858378017744
1765,2005,Leyner,0,,flat,,intro range,,,,0,,UND,Undetermined,,,0,,9.91806344,432030.842285156,4046.12020862983
1766,2005,Lohr Homestead,0,,flat,,intro range,,,,0,,UND,Undetermined,,,1,none,2.05173664,89373.6481933594,1472.08053825221
1767,2005,Lohr Homestead,0,,flat,,intro range,,,,0,,UND,Undetermined,,,2,none,0.12908403,5622.90063476562,295.299583708918
1768,2005,Lohr Homestead,0,,flat,,intro range,,,,0,,UND,Undetermined,,,3,none,0.3703462,16132.2810058594,675.25833197721
1769,2005,Lohr,0,,southeast,,intro range,,,,0,,UND,Undetermined,,,2,none,0.84310726,36725.7531738281,916.237696865817
1770,2005,Lohr,0,,varied,,intro range,,,,0,,UND,Undetermined,,,1,none,4.9250435,214534.895996094,3101.48966256708
1771,2005,Monarch,0,,north,,intro range,,,,0,,UND,Undetermined,,,2,none,0.30829635,13429.3894042969,451.186519980874
1772,2005,Coen,0,,varied,,intro range,,,,0,,UND,Undetermined,,,2,none,2.79931331,121938.087158203,1705.25358430657
1773,2005,Johnson Trust,0,,varied,,intro range,,,,0,,UND,Undetermined,,,1,none,6.33635904,276011.800292969,2595.89698888786
1774,2005,Rabbit Mountain,0,,south,,intro range,,,,0,,UND,Undetermined,1 pdog seen,,4,none,0.04797132,2089.63134765625,733.516746747446
1775,2005,Dowe Flats,0,,west,,dryland crop,,,,0,,UND,Undetermined,,,4,none,10.50694679,457682.602294922,5901.45680256373
1776,2005,Dollaghan,0,,west,,intro range,,,,0,,UND,Undetermined,,,1,none,7.22153455,314570.046142578,4499.16997748059
1777,2005,Rabbit Mountain,0,,north,,native range,,,,0,,UND,Undetermined,,,2,none,0.53729908,23404.7468261719,1087.51036118161
1778,2005,Rabbit Mountain,0,,flats,,intro range,,,,0,,UND,Undetermined,,,1,none,0.00283054,123.298583984375,94.3759115975823
1779,2005,Rabbit Mountain,0,,east,,intro range,,,,0,,UND,Undetermined,,,3,none,8.87481469,386586.930419922,5527.47003321464
1780,2005,Sherwood,0,,north,,native range,,,,0,,UND,Undetermined,,,1,none,2.74983323,119782.736572266,2691.91347520052
1781,2005,Spath,0,,varied,,native range,,,,0,,UND,Undetermined,,,2,both,73.88773173,3218549.59570312,12320.2135341812
1782,2005,Spath,0,,varied,,intro range,,,,0,,UND,Undetermined,,,3,onto property,0.23726407,10335.2233886719,629.19089443885
1783,2005,Rock Creek Farm,0,,varied,,intro range,,,,0,,UND,Undetermined,,,5,off of property,39.10571203,1703444.81738281,7050.15372970655
1784,2005,Rock Creek Farm,0,,varied,,intro range,,,,0,,UND,Undetermined,,,7,none,0.03794793,1653.01171875,157.867288361554
1785,2005,Rock Creek Farm,0,,varied,,intro range,,,,0,,UND,Undetermined,pdog barrier around 40 acre,,7,off of property,54.29752469,2365200.17358398,10913.6501638727
1786,2005,Mayhoffer/Singletree,0,,flat,,intro range,,,,0,,UND,Undetermined,,,2,none,1.51143981,65838.3178710938,1869.93910748849
1787,2005,Keyes,0,,north,,crop,,,,0,,UND,Undetermined,,,2,none,13.60629162,592690.062255859,3913.28503032361
1788,2005,Suitts,0,,varied,,intro range,,,,0,,UND,Undetermined,,,2,none,6.39966605,278769.452636719,2473.78151630349
1789,2005,Suitts,0,,varied,,intro range,,,,0,,UND,Undetermined,,,1,none,22.94796007,999613.141113281,6098.78589598971
1790,2005,Toteve,0,,south,,intro range,,,,0,,UND,Undetermined,,,1,none,0.20224764,8809.90747070312,557.114695750275
1791,2005,Toteve,0,,west,,intro range,,,,0,,UND,Undetermined,,,2,none,2.25643049,98290.1125488281,2233.3691765754
1792,2005,Western Mobile,0,,flat,,intro range,,,,0,,UND,Undetermined,,,7,none,1.26908722,55281.4396972656,2061.08698087155
1793,2005,Warembourg,0,,varied,,intro range,,,,0,,UND,Undetermined,,,2,none,0.25072215,10921.45703125,801.973266741544
1794,2005,Western Mobile,0,,flat,,grass/shrub/trees,,,,0,,UND,Undetermined,,,0,,19.44175093,846882.669189453,5497.95657666381
1795,2005,Willis Heights,0,,southeast,,intro range,,,,0,,UND,Undetermined,,,1,off of property,0.51040394,22233.1958007812,617.62092788024
1796,2005,Western Mobile,0,,flat,,intro range,,,,0,,UND,Undetermined,,,5,none,1.24488098,54227.0148925781,1118.83873458342
1797,2005,Carlson/Lastoka,0,,north,,intro range,,,,0,,UND,Undetermined,,,1,none,8.82767132,384533.363037109,2840.72544223666
1798,2005,Carlson/Lastoka,0,,varied,,intro range,,,,0,,UND,Undetermined,,,2,none,0.05089866,2217.14599609375,233.867197440659
1799,2005,Zaharias/Thomas,0,,north,,intro range,,,,0,,UND,Undetermined,,,2,none,18.95683362,825759.673095703,7131.69807504553
1800,2005,Lindsay,0,,varied,,intro range,,,,0,,UND,Undetermined,,,3,none,4.78795785,208563.443847656,2919.92416818574
1801,2005,Lindsay,0,,varied,,native range,,,,0,,UND,Undetermined,,,1,,0.23750257,10345.6120605469,514.948589684659
1802,2005,Lindsay,0,,varied,,intro range,,,,0,,UND,Undetermined,,,2,none,29.12543221,1268703.82763672,5661.65152710574
1803,2005,Dowe Flats,0,,east,,native range,,,,0,,UND,Undetermined,,,5,none,0.11685894,5090.3759765625,342.495666660739
1804,2005,Dowe Flats,0,,east,,native range,,,,0,,UND,Undetermined,,,6,none,0.00568847,247.78955078125,107.987002903797
1805,2005,Spath,0,,varied,,intro range,,,,0,,UND,Undetermined,,,1,none,26.50548861,1154579.08300781,5241.71427525025
1806,2005,Brand,0,,varied,,intro range,,,,0,,UND,Undetermined,,,1,off of propety,288.93079864,12585825.5878906,28860.0465762246
1807,2005,Burchfield,0,,west,,irrigated crop,,,,0,,UND,Undetermined,,,1,both,15.28812027,665950.51953125,4384.38873025463
1808,2005,Lohr Homestead,0,,flat,,intro range,,,,0,,UND,Undetermined,,,4,off of property,22.22831079,968265.219238281,6946.52682170698
1809,2005,Western Mobile,0,,flat,,intro range,,,,0,,UND,Undetermined,,,6,off of property,13.84572826,603119.921630859,5369.60382877955
1810,2005,Western Mobile,0,,flat,,intro range,,,,0,,UND,Undetermined,,,0,,0.02980888,1298.474609375,183.267050848253
1811,2005,Western Mobile,0,,flat,,intro range,,,,0,,UND,Undetermined,,,0,,0.10556826,4598.55419921875,517.522524007731
1812,2005,Western Mobile,0,,flat,,intro range,,,,0,,UND,Undetermined,,,0,,0.03387263,1475.49169921875,292.161267209455
1813,2005,Western Mobile,0,,flat,,intro range,,,,0,,UND,Undetermined,,,0,,0.18076734,7874.22583007812,622.199308234673
1814,2005,Western Mobile,0,,flat,,intro range,,,,0,,UND,Undetermined,,,3,off of property,2.71250782,118156.842041016,4198.76374684757
1815,2005,Western Mobile,0,,flat,,intro range,,,,0,,UND,Undetermined,,,4,off of property,94.09082649,4098596.40234375,16430.8642724089
1816,2005,Deberry,0,,north,,native range,,,,0,,UND,Undetermined,,,8,off of property,1.20064701,52300.18359375,1141.90599179646
1817,2005,Heil Valley Ranch,0,,east,,native range,,,,0,,UND,Undetermined,,,6,none,1.317892,57407.3754882812,1261.27762342175
1818,2005,Colp,0,,southeast,,native range,,,,0,,UND,Undetermined,pdog barrier east,,4,both,10.73501163,467617.107177734,4425.32491216192
1819,2005,Suitts,0,,north,,intro range,,,,0,,UND,Undetermined,,,3,none,5.50497472,239796.69921875,2503.89040509539
1820,2005,Lagerman Reservoir,0,,south,,intro range,,,,0,,UND,Undetermined,,,1,none,11.91236874,518902.783691406,7980.25214678028
1821,2005,Lagerman,0,,varied,,intro range,,,,0,,UND,Undetermined,,,2,both,69.22680246,3015519.51391602,17529.8612207657
1822,2005,Colp,0,,flat,,native range,,,,0,,UND,Undetermined,,,5,none,0.01755979,764.90478515625,255.47677239965
1823,2005,Colp,0,,varied,,native range,,,,0,,UND,Undetermined,pdog barrier east,,6,none,0.06461012,2814.4169921875,1175.70182698056
1824,2005,Colp,0,,flat,,native range,,,,0,,UND,Undetermined,,,7,none,0.04414433,1922.92724609375,222.413443013113
1825,2005,Colp,0,,flat,,native range,,,,0,,UND,Undetermined,,,8,none,0.04841033,2108.75415039062,200.499293547738
1826,2005,Colp,0,,flat,,native range,,,,0,,UND,Undetermined,,,9,none,0.01932917,841.979248046875,146.962299436634
1827,2005,Beech,0,,south,,native range,,,,0,,UND,Undetermined,,,3,off of property,13.37553548,582638.325439453,4788.19707610129
1828,2005,Beech,0,,varied,,native range,,,,0,,UND,Undetermined,,,4,off of property,29.36887759,1279308.30810547,9711.80722817181
1829,2005,Beech,0,,south,,native range,,,,0,,UND,Undetermined,,,1,off of property,16.1508459,703530.847167969,5775.77983625631
1830,2005,Brewbaker,0,,south,,intro range,,,,0,,UND,Undetermined,,,4,both,15.75509939,686292.12890625,8019.38310098667
1831,2005,Brewbaker,0,,south,,intro range,,,,0,,UND,Undetermined,,,3,both,0.67740559,29507.787109375,882.772592570157
1832,2005,Doniphan,0,,varied,,intro range,,,,0,,UND,Undetermined,pdog barrier east,,1,off of property,36.19923186,1576838.53930664,8151.78185434041
1833,2005,Cohig,0,,north,,intro range,,,,0,,UND,Undetermined,,,0,,3.43569304,149658.789306641,2657.54804133339
1834,2005,Cohig,0,,varied,,intro range,,,,0,,UND,Undetermined,,,1,off of property,13.57575971,591360.092041016,4463.60743667187
1835,2005,Cohig,0,,varied,,intro range,,,,0,,UND,Undetermined,,,2,off of property,1.34661376,58658.4958496094,1362.16213761263
1836,2005,Mayhoffer/Singletree,0,,southeast,,intro range,,,,0,,UND,Undetermined,,,4,,19.93167677,868223.841064453,6246.56782483163
1837,2005,Mayhoffer,0,,south,,intro range,,,,0,,UND,Undetermined,,,4,off of property,3.14256151,136889.979492188,1914.7418779425
1838,2005,Lindsay,0,,southeast,,native,,,,0,,UND,Undetermined,,,4,off of property,3.20186789,139473.365234375,1616.60108804086
1839,2005,Mayhoffer,0,,south,,intro range,,,,0,,UND,Undetermined,,,1,off of property,77.82439948,3390030.84155273,11865.0251583539
1840,2005,Bush (Donald),0,,north,,intro range,,,,0,,UND,Undetermined,,,1,off of property,1.24707808,54322.7209472656,950.764193503997
1841,2005,Mayhoffer/Singletree,0,,varied,,intro range,,,,0,,UND,Undetermined,,,1,off of property,25.63540799,1116678.37133789,5047.17419549281
